student_id,study_hours_per_day,extracurricular_hours_per_day,sleep_hours_per_day,social_hours_per_day,physical_activity_hours_per_day,gpa,stress_level,stress_encoded
973,9.2,1.0,6.0,3.0,4.8,3.18,high,0
974,5.2,0.2,9.2,0.7,8.7,2.82,low,1
975,5.2,1.8,9.2,1.6,6.2,2.68,low,1
976,7.2,2.3,7.9,2.0,4.6,3.06,moderate,2
977,6.6,0.4,6.8,0.6,9.6,3.31,moderate,2
978,6.4,2.5,7.3,2.9,4.9,3.12,moderate,2
979,8.8,1.1,6.6,5.5,2.0,3.32,high,0
980,9.6,2.4,7.7,1.1,3.2,3.3,high,0
981,6.7,3.4,7.8,3.1,3.0,2.98,low,1
982,8.0,0.3,8.4,5.6,1.7,3.28,moderate,2
983,7.9,0.5,7.9,4.6,3.1,3.38,moderate,2
984,8.2,3.6,8.1,0.5,3.6,3.18,moderate,2
985,6.5,0.8,9.5,4.6,2.6,2.74,moderate,2
986,5.9,3.0,7.4,1.4,6.3,3.1,low,1
987,8.1,0.2,6.6,2.8,6.3,3.14,high,0
988,6.0,3.1,7.1,3.4,4.4,2.84,moderate,2
989,5.1,0.1,7.2,4.9,6.7,2.94,low,1
990,6.9,3.3,5.7,5.6,2.5,3.05,high,0
991,8.8,3.8,8.4,1.1,1.9,3.3,low,1
992,6.7,2.8,8.8,5.3,0.4,3.05,moderate,2
993,6.0,3.2,8.7,0.4,5.7,2.6,moderate,2
994,6.5,3.9,8.2,3.9,1.5,2.82,moderate,2
995,9.9,1.5,9.0,1.6,2.0,3.44,high,0
996,9.7,0.9,6.6,4.5,2.3,3.5,high,0
997,7.0,2.4,7.2,4.5,2.9,3.0,moderate,2
998,5.8,1.4,7.0,0.3,9.5,2.49,low,1
999,7.9,3.5,5.8,3.6,3.2,3.01,high,0
1000,8.5,1.6,7.5,0.0,6.4,3.63,high,0
1001,8.5,2.6,5.2,2.2,5.5,3.26,high,0
1002,7.5,3.6,8.6,2.5,1.8,3.19,moderate,2
1003,9.0,3.5,7.3,2.0,2.2,3.43,high,0
1005,5.3,2.2,7.1,5.3,4.1,2.9,low,1
1006,7.8,0.2,9.9,3.1,3.0,3.07,moderate,2
1007,6.5,1.9,9.3,1.8,4.5,2.92,moderate,2
1008,6.5,3.1,7.4,1.4,5.6,2.93,moderate,2
1009,5.8,1.3,9.7,2.1,5.1,2.87,low,1
1010,5.9,3.6,7.3,4.3,2.9,2.95,low,1
1011,9.9,0.2,5.5,4.3,4.1,3.32,high,0
1012,5.2,0.1,8.9,0.8,9.0,2.66,low,1
1013,7.3,2.4,7.1,0.2,7.0,3.17,moderate,2
1014,7.2,2.1,7.4,2.3,5.0,3.13,moderate,2
1015,9.4,3.6,6.7,2.6,1.7,2.81,high,0
1016,6.4,3.8,5.7,3.5,4.6,3.07,high,0
1017,6.4,1.1,7.0,6.0,3.5,2.98,moderate,2
1018,5.4,0.6,7.2,3.1,7.7,2.68,low,1
1019,6.3,1.3,5.4,1.8,9.2,3.1,high,0
1020,9.5,0.0,9.1,5.1,0.3,3.05,high,0
1021,5.5,0.6,9.8,3.2,4.9,3.2,low,1
1022,8.7,4.0,6.4,2.6,2.3,3.21,high,0
1023,7.7,1.6,5.8,5.9,3.0,3.15,high,0
1024,8.0,0.9,7.7,4.2,3.2,3.44,moderate,2
1025,7.6,4.0,8.1,1.6,2.7,3.02,moderate,2
1027,7.4,3.2,7.9,1.9,3.6,2.99,moderate,2
1028,6.1,2.0,6.3,0.1,9.5,3.05,moderate,2
1029,8.2,2.0,7.2,5.8,0.8,3.45,high,0
1030,5.7,2.3,9.3,3.5,3.2,2.9,low,1
1031,8.6,1.5,5.5,2.7,5.7,3.49,high,0
1032,6.2,3.9,9.8,1.0,3.1,2.87,high,0
1034,8.4,1.1,8.7,0.3,5.5,2.86,high,0
1035,5.2,1.5,6.8,1.9,8.6,2.38,low,1
1036,6.0,1.2,9.9,2.5,4.4,2.88,low,1
1037,7.2,2.3,9.9,1.1,3.5,3.31,moderate,2
1039,8.0,3.0,6.1,5.0,1.9,2.9,moderate,2
1040,5.7,3.8,5.4,1.2,7.9,2.81,high,0
1041,6.7,2.5,7.7,0.8,6.3,2.81,moderate,2
1042,6.1,1.6,8.5,1.3,6.5,2.76,moderate,2
1043,6.8,1.6,9.9,5.4,0.3,2.89,moderate,2
1044,5.3,1.3,6.3,3.0,8.1,2.94,low,1
1045,8.9,3.4,9.2,0.9,1.6,3.11,high,0
1046,5.3,2.8,5.0,2.5,8.4,3.02,high,0
1047,6.6,2.8,8.8,1.8,4.0,2.87,moderate,2
1048,7.2,2.9,8.5,5.3,0.1,3.26,moderate,2
1049,6.1,2.6,8.0,5.5,1.8,3.01,moderate,2
1050,7.8,1.1,7.4,2.0,5.7,3.04,moderate,2
1051,7.9,3.6,7.8,3.0,1.7,3.05,moderate,2
1052,6.2,2.0,6.6,1.1,8.1,2.94,moderate,2
1053,7.5,1.3,6.3,2.8,6.1,3.21,moderate,2
1054,5.5,3.1,9.0,4.6,1.8,2.97,low,1
1055,5.6,2.6,9.2,3.5,3.1,2.72,low,1
1056,7.6,0.1,8.2,0.5,7.6,3.56,moderate,2
1057,7.2,1.2,7.7,0.8,7.1,3.28,moderate,2
1058,5.8,0.4,5.7,5.3,6.8,3.0,high,0
1060,8.1,0.3,5.6,0.3,9.7,3.25,high,0
1062,9.2,2.8,5.6,4.4,2.0,3.5,high,0
1063,6.4,2.6,6.7,6.0,2.3,2.78,moderate,2
1064,9.7,0.1,8.5,4.1,1.6,3.26,high,0
1065,9.2,3.9,9.9,0.1,0.9,3.48,high,0
1066,8.2,0.5,8.3,5.9,1.1,3.44,high,0
1067,9.6,1.8,5.2,2.2,5.2,3.55,high,0
1068,7.3,0.2,7.1,2.8,6.6,3.27,moderate,2
1069,9.6,2.6,6.6,2.7,2.5,3.37,high,0
1070,6.8,2.7,8.3,4.3,1.9,2.58,high,0
1071,6.3,1.3,5.6,3.9,6.9,2.97,high,0
1072,9.3,3.6,7.2,1.8,2.1,3.3,high,0
1073,5.4,2.7,9.1,1.5,5.3,3.04,low,1
1074,9.4,1.0,7.8,1.1,4.7,3.36,high,0
1075,5.5,3.6,9.1,4.4,1.4,2.44,low,1
1076,7.7,0.4,8.8,3.5,3.6,3.0,moderate,2
1077,5.9,0.8,5.9,0.3,11.1,3.11,high,0
1078,5.1,0.2,7.9,4.9,5.9,2.82,low,1
1079,6.6,1.4,8.0,1.6,6.4,3.23,moderate,2
1080,8.7,2.7,6.0,2.1,4.5,3.67,high,0
1081,5.6,0.5,8.4,5.2,4.3,2.86,low,1
1082,5.9,0.4,9.1,3.5,5.1,2.96,low,1
1083,8.1,3.1,8.5,3.6,0.7,3.12,high,0
1084,8.2,1.3,9.8,0.2,4.5,3.38,high,0
1085,7.9,0.7,8.6,1.1,5.7,3.18,moderate,2
1086,9.6,0.8,5.7,4.6,3.3,3.12,high,0
1087,7.5,3.6,5.7,3.9,3.3,3.01,high,0
1088,8.4,2.4,8.8,1.4,3.0,3.17,high,0
1089,7.2,1.6,9.9,1.5,3.8,2.89,moderate,2
1090,7.8,1.0,9.6,1.5,4.1,2.9,moderate,2
1091,9.5,0.4,8.3,5.3,0.5,3.56,high,0
1092,8.4,1.2,5.9,1.8,6.7,3.25,high,0
1093,5.5,0.6,5.5,2.5,9.9,2.74,high,0
1094,5.7,2.6,6.0,0.6,9.1,2.92,low,1
1095,5.8,3.7,9.1,1.9,3.5,2.97,low,1
1096,8.4,2.7,8.1,1.3,3.5,3.68,high,0
1097,5.2,1.8,9.5,3.4,4.1,2.88,low,1
1098,8.4,3.9,9.9,1.2,0.6,3.08,high,0
1099,6.2,3.2,5.5,4.7,4.4,2.89,high,0
1100,8.2,1.7,7.2,1.9,5.0,3.38,high,0
1101,8.8,3.7,9.7,0.3,1.5,3.39,high,0
1102,6.3,0.3,6.3,5.5,5.6,3.06,moderate,2
1103,8.2,2.9,6.3,4.3,2.3,3.21,high,0
1105,8.3,1.6,8.0,0.6,5.5,3.4,high,0
1106,10.0,0.8,6.3,4.0,2.9,3.39,high,0
1107,9.8,3.7,7.5,2.4,0.6,3.35,high,0
1108,6.4,3.3,6.9,0.5,6.9,2.9,moderate,2
1109,6.7,3.9,8.1,2.2,3.1,2.89,moderate,2
1110,5.4,0.2,5.6,3.5,9.3,2.98,high,0
1111,9.6,2.0,9.2,1.4,1.8,3.64,high,0
1112,5.9,1.4,8.2,0.4,8.1,3.07,low,1
1113,6.8,2.1,10.0,2.4,2.7,2.96,moderate,2
1114,9.0,2.4,9.4,1.3,1.9,3.61,high,0
1115,8.0,2.5,7.1,0.9,5.5,3.13,moderate,2
1116,6.1,2.9,6.6,3.0,5.4,3.01,moderate,2
1117,5.8,3.8,9.3,4.4,0.7,3.16,low,1
1118,5.7,0.0,5.1,3.5,9.7,2.75,high,0
1119,7.3,2.1,5.0,2.5,7.1,3.0,high,0
1120,8.7,0.9,9.1,3.1,2.2,3.65,high,0
1121,6.1,0.9,8.1,5.0,3.9,2.61,moderate,2
1122,9.3,2.7,7.2,2.3,2.5,3.29,high,0
1123,6.0,2.5,6.8,6.0,2.7,2.5,moderate,2
1124,7.8,3.7,9.0,1.6,1.9,2.6,moderate,2
1125,8.6,2.3,7.5,1.1,4.5,2.97,high,0
1126,9.6,1.3,9.8,1.8,1.5,3.39,high,0
1127,8.2,2.2,5.6,2.3,5.7,3.28,high,0
1129,7.0,3.7,8.6,2.0,2.7,2.88,moderate,2
1130,9.9,2.7,6.4,2.9,2.1,3.49,high,0
1131,5.5,3.9,5.9,3.9,4.8,2.99,high,0
1134,8.4,0.8,6.2,1.7,6.9,3.12,high,0
1135,7.1,0.9,5.1,5.3,5.6,3.05,high,0
1136,6.7,0.0,8.4,5.0,3.9,3.05,moderate,2
1137,5.7,0.6,9.0,3.7,5.0,2.88,low,1
1138,6.5,1.5,8.8,4.9,2.3,2.88,moderate,2
1140,9.5,0.3,9.7,3.7,0.8,3.42,high,0
1141,9.0,0.8,9.0,4.4,0.8,3.37,high,0
1142,5.2,0.6,7.7,3.5,7.0,2.77,low,1
1143,8.2,0.1,9.8,0.3,5.6,3.37,high,0
1144,8.3,3.3,5.1,3.3,4.0,3.27,high,0
1145,7.3,2.0,5.4,4.1,5.2,3.41,high,0
1146,7.4,0.6,8.2,1.0,6.8,3.11,moderate,2
1148,8.1,1.0,9.0,4.8,1.1,3.22,high,0
1149,9.9,2.0,7.3,3.6,1.2,3.51,high,0
1151,9.3,0.4,5.5,1.6,7.2,3.29,high,0
1152,8.1,1.4,8.9,1.3,4.3,3.27,high,0
1153,8.2,0.9,8.6,5.2,1.1,3.03,high,0
1154,7.1,0.6,8.5,4.6,3.2,3.11,moderate,2
1155,5.5,2.0,9.1,5.6,1.8,2.95,low,1
1156,7.7,1.6,9.2,2.7,2.8,3.16,moderate,2
1157,7.4,2.0,9.2,4.5,0.9,2.77,moderate,2
1158,7.5,2.3,6.2,4.8,3.2,2.93,moderate,2
1159,7.4,1.3,5.5,1.4,8.4,3.09,high,0
1160,5.8,1.8,6.5,0.2,9.7,2.92,low,1
1161,6.6,2.2,7.8,2.1,5.3,3.09,moderate,2
1162,6.9,1.0,6.2,2.7,7.2,3.02,moderate,2
1163,8.8,0.8,8.5,0.1,5.8,3.61,high,0
1164,6.7,2.3,6.0,4.5,4.5,2.92,moderate,2
1165,5.3,3.4,6.0,5.2,4.1,3.06,low,1
1166,6.6,3.6,5.6,1.1,7.1,2.82,high,0
1167,7.5,0.3,6.0,5.7,4.5,3.11,moderate,2
1168,9.6,2.2,6.3,4.1,1.8,3.49,high,0
1169,8.3,4.0,6.3,3.6,1.8,3.36,high,0
1170,7.5,1.2,5.8,1.7,7.8,3.25,high,0
1171,6.9,3.0,7.7,0.5,5.9,3.17,moderate,2
1172,8.2,3.2,7.3,1.9,3.4,3.2,high,0
1173,5.5,3.5,8.9,1.0,5.1,2.3,low,1
1174,8.1,3.8,7.9,2.3,1.9,3.72,high,0
1175,5.3,0.3,5.9,0.2,12.3,2.97,high,0
1176,5.7,3.3,5.8,1.8,7.4,3.04,high,0
1177,6.2,1.5,6.3,2.9,7.1,2.97,moderate,2
1178,5.3,0.6,5.3,3.8,9.0,2.79,high,0
1180,6.0,1.3,8.0,1.3,7.4,2.95,moderate,2
1181,5.6,3.9,5.1,4.8,4.6,2.7,high,0
1182,5.7,0.6,8.5,3.9,5.3,3.05,low,1
1183,8.9,3.7,8.5,0.5,2.4,3.46,high,0
1184,6.0,0.3,8.5,2.4,6.8,2.81,moderate,2
1185,9.6,2.6,5.5,5.7,0.6,3.28,high,0
1187,7.0,1.4,8.9,4.8,1.9,2.97,moderate,2
1188,6.9,0.6,9.0,4.2,3.3,2.83,moderate,2
1189,6.0,1.5,5.5,3.8,7.2,2.8,high,0
1190,7.9,3.6,7.8,0.8,3.9,3.45,low,1
1192,8.8,2.4,5.8,4.8,2.2,3.38,high,0
1193,8.6,0.3,7.3,1.0,6.8,3.51,high,0
1194,8.1,2.7,9.2,0.9,3.1,2.78,high,0
1195,5.6,3.4,5.8,5.8,3.4,2.84,high,0
1196,9.9,0.4,6.5,3.8,3.4,3.73,high,0
1197,6.8,3.7,5.3,3.3,4.9,3.37,high,0
1198,6.3,1.5,9.2,1.2,5.8,3.15,moderate,2
1199,9.1,2.3,8.8,2.7,1.1,3.43,high,0
1200,9.3,1.7,9.8,1.4,1.8,3.12,high,0
1201,5.7,1.6,9.8,1.9,5.0,2.72,low,1
1202,8.6,1.2,8.9,2.3,3.0,3.24,high,0
1203,7.4,3.1,6.9,2.7,3.9,2.82,moderate,2
1204,7.6,3.2,6.8,3.1,3.3,2.87,moderate,2
1205,8.4,1.1,6.4,5.6,2.5,3.37,high,0
1206,8.2,0.1,8.1,3.1,4.5,3.56,high,0
1207,7.7,1.4,5.4,1.2,8.3,3.13,high,0
1208,7.3,0.2,5.2,4.3,7.0,3.21,high,0
1209,7.7,2.0,6.2,4.5,3.6,3.07,moderate,2
1210,7.3,1.1,6.2,3.9,5.5,3.0,moderate,2
1211,8.3,3.3,7.1,0.4,4.9,3.56,high,0
1212,5.0,2.1,5.2,3.4,8.3,2.9,high,0
1213,9.6,3.9,7.7,1.3,1.5,3.47,high,0
1214,5.3,1.9,6.2,2.8,7.8,2.87,low,1
1215,7.3,2.3,6.8,1.0,6.6,3.35,moderate,2
1216,8.3,1.4,9.7,4.2,0.4,3.25,high,0
1217,6.0,0.2,8.7,5.0,4.1,3.04,moderate,2
1218,5.1,1.0,7.3,3.8,6.8,3.24,low,1
1219,7.8,3.0,6.4,3.4,3.4,3.14,moderate,2
1220,8.8,2.8,10.0,0.7,1.7,3.16,high,0
1221,7.5,1.3,7.2,5.1,2.9,3.27,moderate,2
1222,6.0,3.5,5.3,5.3,3.9,2.97,high,0
1223,6.6,1.3,7.6,5.6,2.9,2.96,moderate,2
1224,9.3,1.6,6.0,2.5,4.6,3.31,high,0
1225,6.9,3.7,8.8,2.3,2.3,3.03,moderate,2
1226,5.3,1.0,7.2,0.9,9.6,2.85,low,1
1227,9.7,3.1,6.3,2.9,2.0,3.5,high,0
1228,9.4,2.1,8.9,2.0,1.6,3.43,high,0
1229,7.8,0.5,5.6,3.2,6.9,3.36,high,0
1230,9.8,1.9,5.3,3.3,3.7,3.93,high,0
1231,9.2,4.0,7.2,1.2,2.4,3.1,high,0
1233,9.7,1.1,9.1,0.2,3.9,3.3,low,1
1234,9.7,3.1,8.3,2.4,0.5,3.47,high,0
1235,8.2,3.9,8.6,3.1,0.2,3.02,high,0
1236,7.6,0.5,8.0,2.9,5.0,3.15,moderate,2
1237,8.1,0.0,6.0,2.9,7.0,3.19,high,0
1238,7.1,2.9,8.0,1.8,4.2,3.17,moderate,2
1239,7.1,0.9,9.8,0.8,5.4,3.01,moderate,2
1240,6.1,3.1,6.0,0.5,8.3,2.9,moderate,2
1241,7.4,0.0,5.4,4.8,6.4,3.14,high,0
1242,9.3,2.7,5.3,4.7,2.0,3.41,high,0
1243,9.2,3.2,7.5,1.0,3.1,3.48,high,0
1244,9.9,0.6,6.1,1.3,6.1,3.63,high,0
1245,9.0,0.7,5.3,6.0,3.0,3.56,high,0
1246,7.8,3.6,9.6,0.0,3.0,3.09,moderate,2
1247,5.4,1.0,8.3,5.3,4.0,3.27,low,1
1248,5.9,3.2,9.8,1.4,3.7,2.71,low,1
1249,7.5,0.3,7.8,3.0,5.4,3.09,moderate,2
1250,6.7,2.1,7.9,0.1,7.2,2.78,moderate,2
1251,8.8,2.9,6.8,0.3,5.2,3.17,high,0
1252,5.9,2.3,5.8,2.1,7.9,2.66,low,1
1253,8.5,2.2,6.9,2.5,3.9,3.25,high,0
1254,5.4,3.5,5.4,4.2,5.5,2.81,high,0
1255,9.6,1.1,6.9,3.4,3.0,3.37,high,0
1256,8.3,1.6,7.4,0.3,6.4,3.29,high,0
1257,6.0,3.2,7.3,1.8,5.7,3.11,moderate,2
1258,8.7,1.1,5.6,1.5,7.1,3.24,high,0
1259,9.6,2.3,7.7,2.6,1.8,3.67,high,0
1261,9.7,1.2,9.3,2.9,0.9,3.51,high,0
1262,6.0,1.5,7.5,4.4,4.6,2.8,moderate,2
1263,5.6,1.6,7.4,3.2,6.2,2.75,low,1
1264,9.0,2.8,7.8,3.1,1.3,3.43,high,0
1265,7.1,0.6,8.3,3.1,4.9,2.79,moderate,2
1266,9.5,2.3,5.4,2.7,4.1,3.67,high,0
1267,8.8,3.2,7.5,4.0,0.5,3.2,high,0
1268,9.5,3.6,8.4,2.1,0.4,3.11,high,0
1269,5.4,3.5,6.6,1.1,7.4,2.72,low,1
1271,7.9,1.8,6.7,4.5,3.1,3.24,moderate,2
1272,6.7,3.0,5.8,0.8,7.7,3.09,high,0
1273,6.7,3.2,6.2,0.4,7.5,2.74,moderate,2
1274,7.8,2.1,8.3,1.4,4.4,3.31,moderate,2
1275,9.3,1.2,8.5,0.1,4.9,3.1,high,0
1276,7.7,0.3,9.0,1.3,5.7,2.9,moderate,2
1277,8.4,3.2,7.8,3.4,1.2,3.02,high,0
1278,9.0,1.2,7.9,4.4,1.5,3.62,high,0
1279,6.9,1.2,7.3,4.9,3.7,3.05,moderate,2
1280,8.3,3.6,5.5,1.4,5.2,3.4,high,0
1281,8.5,3.3,9.3,1.2,1.7,3.25,high,0
1282,6.2,1.2,8.9,0.5,7.2,2.76,moderate,2
1283,9.1,1.7,8.0,0.5,4.7,3.23,high,0
1284,9.8,3.2,7.3,0.8,2.9,3.42,high,0
1285,9.7,1.4,5.8,3.4,3.7,3.67,high,0
1286,7.4,4.0,8.4,0.3,3.9,3.15,moderate,2
1287,10.0,1.6,6.4,3.3,2.7,3.39,high,0
1288,5.0,1.8,9.2,3.4,4.6,2.7,low,1
1289,10.0,1.1,6.4,1.0,5.5,3.4,high,0
1290,9.0,3.6,9.9,0.3,1.2,3.19,high,0
1291,9.4,1.3,5.6,5.2,2.5,3.2,high,0
1292,7.1,1.1,8.7,2.7,4.4,3.15,moderate,2
1293,9.9,0.2,6.8,2.9,4.2,3.09,high,0
1294,8.6,3.5,9.7,1.8,0.4,3.3,high,0
1295,9.3,2.2,9.1,1.0,2.4,3.07,high,0
1296,7.3,1.1,9.8,1.8,4.0,2.91,moderate,2
1297,5.5,2.1,5.3,0.7,10.4,2.79,high,0
1298,7.2,3.2,8.7,2.1,2.8,2.78,moderate,2
1299,6.7,1.3,8.9,0.3,6.8,2.79,moderate,2
1300,6.2,3.7,9.3,3.4,1.4,2.92,moderate,2
1301,7.4,2.1,9.9,4.4,0.2,3.23,moderate,2
1302,6.0,0.9,8.4,2.4,6.3,2.79,moderate,2
1303,9.7,0.4,7.6,5.5,0.8,3.73,high,0
1304,5.8,3.9,9.6,0.8,3.9,2.57,low,1
1305,5.6,0.3,9.5,1.2,7.4,2.57,low,1
1306,8.0,0.3,6.1,5.6,4.0,2.76,moderate,2
1308,9.5,2.5,5.4,5.5,1.1,3.59,high,0
1309,9.8,0.3,7.7,1.8,4.4,3.23,high,0
1310,7.9,3.8,7.5,0.4,4.4,3.11,moderate,2
1311,8.1,1.4,9.3,2.3,2.9,3.11,high,0
1312,8.8,1.1,8.8,1.1,4.2,3.22,high,0
1313,6.6,1.9,9.7,5.4,0.4,2.88,moderate,2
1314,5.7,2.0,7.3,5.4,3.6,2.62,low,1
1315,9.7,1.5,7.5,4.8,0.5,3.3,high,0
1316,6.1,0.8,5.2,3.9,8.0,2.56,high,0
1318,7.1,3.9,6.0,1.3,5.7,3.3,moderate,2
1319,6.5,0.7,6.9,5.5,4.4,2.71,moderate,2
1320,9.7,0.2,6.1,3.4,4.6,3.81,high,0
1321,8.1,0.2,7.0,3.9,4.8,3.41,high,0
1322,6.6,0.4,7.1,0.8,9.1,3.27,moderate,2
1323,9.7,1.9,6.6,4.4,1.4,3.06,high,0
1324,9.1,3.5,8.4,0.1,2.9,3.36,high,0
1325,7.8,3.1,5.7,1.4,6.0,3.14,high,0
1326,7.2,0.0,9.1,2.2,5.5,3.41,moderate,2
1327,7.7,2.7,8.5,4.9,0.2,2.68,moderate,2
1329,9.2,1.4,8.3,2.4,2.7,3.47,high,0
1330,5.3,1.7,7.7,2.6,6.7,2.54,low,1
1331,8.7,3.3,8.9,0.1,3.0,3.34,high,0
1332,9.7,3.3,9.2,0.5,1.3,3.18,high,0
1333,7.1,1.9,5.8,0.2,9.0,3.02,high,0
1334,9.6,2.3,8.3,3.5,0.3,3.41,high,0
1335,6.7,2.5,5.2,1.1,8.5,3.11,high,0
1336,6.8,1.5,7.7,0.0,8.0,3.15,moderate,2
1337,6.2,0.8,6.3,4.8,5.9,2.76,moderate,2
1338,7.5,3.5,6.2,0.5,6.3,3.0,moderate,2
1339,6.8,3.0,7.8,4.9,1.5,2.99,moderate,2
1340,5.2,3.9,6.9,0.9,7.1,3.28,low,1
1341,8.3,1.1,7.9,3.5,3.2,3.49,high,0
1342,6.3,1.8,7.7,4.0,4.2,2.91,moderate,2
1343,8.9,1.6,8.2,0.8,4.5,3.3,high,0
1344,8.6,0.1,6.0,2.9,6.4,3.42,high,0
1345,9.4,2.1,9.6,1.4,1.5,3.2,high,0
1346,9.0,1.0,9.5,4.1,0.4,3.34,high,0
1347,9.7,2.1,8.4,3.0,0.8,3.51,high,0
1348,5.2,2.0,5.8,1.1,9.9,2.58,high,0
1349,6.8,1.7,8.1,0.4,7.0,2.75,moderate,2
1350,7.9,2.5,7.8,4.3,1.5,3.19,moderate,2
1351,6.7,3.1,7.2,2.9,4.1,3.24,moderate,2
1352,6.5,0.3,5.5,5.5,6.2,3.28,high,0
1353,8.4,0.5,6.8,3.6,4.7,3.34,high,0
1354,5.0,0.8,9.8,3.7,4.7,2.69,low,1
1355,6.3,0.3,5.1,1.5,10.8,2.9,high,0
1356,8.6,3.7,7.0,0.9,3.8,3.48,high,0
1357,7.6,3.6,9.0,0.3,3.5,3.27,moderate,2
1358,9.5,0.5,7.7,5.3,1.0,3.78,high,0
1359,7.1,1.9,5.4,1.7,7.9,3.14,high,0
1360,6.4,1.8,8.4,1.0,6.4,2.93,moderate,2
1361,7.4,3.0,9.3,2.7,1.6,2.95,moderate,2
1362,9.7,0.5,8.9,1.3,3.6,3.53,high,0
1363,9.7,2.9,8.8,0.6,2.0,3.87,high,0
1364,8.8,0.4,9.8,4.5,0.5,3.12,high,0
1365,6.4,3.3,7.6,2.8,3.9,3.11,moderate,2
1366,8.6,1.6,8.1,4.0,1.7,2.94,high,0
1367,8.6,0.2,9.3,2.7,3.2,3.11,high,0
1368,7.4,3.5,6.9,4.5,1.7,2.95,moderate,2
1369,5.5,1.9,10.0,4.6,2.0,2.83,low,1
1370,6.2,1.6,8.9,4.6,2.7,2.63,moderate,2
1371,6.1,3.7,8.0,2.3,3.9,3.41,moderate,2
1372,7.8,1.9,7.5,1.1,5.7,3.18,moderate,2
1373,9.1,2.2,5.7,4.6,2.4,3.17,high,0
1374,7.6,0.5,9.7,1.1,5.1,3.07,moderate,2
1375,6.3,1.6,6.9,4.8,4.4,2.69,moderate,2
1376,6.3,2.0,5.7,3.7,6.3,2.91,high,0
1377,7.8,2.9,9.7,3.3,0.3,3.09,moderate,2
1378,9.5,3.9,9.3,0.1,1.2,3.28,high,0
1379,9.7,1.7,5.0,2.7,4.9,3.47,high,0
1380,6.7,1.9,8.1,5.2,2.1,2.88,moderate,2
1381,8.3,1.7,9.1,4.4,0.5,3.26,high,0
1383,5.8,3.2,9.3,5.2,0.5,2.96,high,0
1384,6.6,2.2,5.3,0.3,9.6,2.94,high,0
1385,8.6,1.8,6.3,1.1,6.2,3.2,high,0
1386,7.4,1.4,6.6,5.8,2.8,2.87,moderate,2
1387,8.2,0.1,7.2,5.3,3.2,3.12,high,0
1388,8.8,2.4,7.9,0.3,4.6,3.26,high,0
1390,9.7,3.4,8.6,0.2,2.1,3.53,high,0
1392,6.8,2.6,5.6,2.6,6.4,2.77,high,0
1393,6.4,3.6,5.2,5.5,3.3,2.86,high,0
1394,8.9,0.1,9.8,2.7,2.5,3.51,high,0
1395,6.5,1.5,5.3,5.9,4.8,3.0,high,0
1396,7.2,3.8,6.2,3.2,3.6,3.02,moderate,2
1397,7.4,2.8,5.3,1.2,7.3,3.25,high,0
1398,5.9,2.3,6.1,5.2,4.5,2.72,low,1
1399,9.7,2.1,6.8,1.3,4.1,3.55,high,0
1400,9.7,1.6,8.5,2.1,2.1,3.87,high,0
1401,7.6,1.1,7.3,2.8,5.2,3.2,moderate,2
1402,6.6,0.2,7.5,3.3,6.4,3.02,moderate,2
1403,5.8,3.0,9.9,5.0,0.3,2.93,low,1
1404,8.5,1.8,7.7,5.1,0.9,3.23,high,0
1405,7.4,1.5,7.5,3.5,4.1,3.33,moderate,2
1406,5.5,2.4,5.6,0.5,10.0,3.11,high,0
1407,7.6,1.6,7.9,0.5,6.4,2.89,moderate,2
1408,9.9,2.2,8.4,1.1,2.4,3.43,high,0
1409,5.5,3.9,6.4,2.5,5.7,2.8,low,1
1410,9.1,2.1,6.4,0.4,6.0,3.37,high,0
1411,5.8,3.6,8.4,1.5,4.7,2.91,low,1
1412,7.9,1.6,6.8,1.3,6.4,3.1,moderate,2
1413,8.3,3.9,5.9,3.5,2.4,2.95,high,0
1415,6.5,0.7,5.4,4.3,7.1,3.1,high,0
1416,7.0,1.7,7.3,2.2,5.8,2.85,moderate,2
1417,5.5,1.2,8.3,4.0,5.0,2.76,low,1
1418,6.0,0.8,5.1,5.4,6.7,2.54,high,0
1419,6.1,0.9,6.4,0.8,9.8,2.79,moderate,2
1420,5.7,2.6,6.7,4.2,4.8,2.9,low,1
1421,7.8,1.0,8.3,0.7,6.2,2.69,moderate,2
1422,6.3,2.4,9.4,5.9,0.0,3.22,moderate,2
1423,8.0,1.6,6.1,1.5,6.8,2.75,moderate,2
1424,9.6,1.5,6.9,2.3,3.7,3.37,high,0
1425,9.2,2.6,8.1,1.4,2.7,3.39,high,0
1426,7.0,2.0,8.3,0.1,6.6,3.27,moderate,2
1427,9.4,1.8,6.7,0.8,5.3,3.37,high,0
1428,7.0,2.7,7.1,5.8,1.4,2.47,moderate,2
1429,8.0,3.2,5.5,2.4,4.9,3.36,high,0
1430,9.3,0.3,5.4,5.1,3.9,3.02,high,0
1431,6.1,2.7,7.7,5.0,2.5,3.04,moderate,2
1432,7.1,1.3,8.0,5.6,2.0,3.08,moderate,2
1433,9.2,4.0,5.1,0.6,5.1,3.62,high,0
1434,6.4,1.0,8.9,0.3,7.4,3.04,moderate,2
1435,6.8,2.0,7.8,4.4,3.0,3.27,moderate,2
1436,7.9,2.2,8.2,1.5,4.2,2.87,moderate,2
1437,5.4,0.5,6.1,3.0,9.0,2.91,low,1
1438,8.9,1.4,7.0,2.4,4.3,3.5,high,0
